input_phrase,normalized_phrase,disease_key,diagnosis,icd10,category,population,priority,match_type,rx_now_rows,swap_rows,restricted_rows,antibiotic_rows_present,runtime_policy,red_flags,notes
positive urea breath test,positive_urea_breath_test,h_pylori_confirmed_adult,Confirmed active Helicobacter pylori infection,,GI/GERD-dyspepsia,adult,1,exact,1,4,0,YES,disease_gated_antibiotic,Red flags or diagnostic uncertainty → in-person evaluation,Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
positive stool antigen h pylori,positive_stool_antigen_h_pylori,h_pylori_confirmed_adult,Confirmed active Helicobacter pylori infection,,GI/GERD-dyspepsia,adult,1,exact,1,4,0,YES,disease_gated_antibiotic,Red flags or diagnostic uncertainty → in-person evaluation,Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
h pylori failed treatment,h_pylori_failed_treatment,h_pylori_confirmed_adult,Confirmed active Helicobacter pylori infection,,GI/GERD-dyspepsia,adult,1,red_flag,1,4,0,YES,disease_gated_antibiotic,Red flags or diagnostic uncertainty → in-person evaluation,Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
h pylori test of cure,h_pylori_test_of_cure,h_pylori_confirmed_adult,Confirmed active Helicobacter pylori infection,,GI/GERD-dyspepsia,adult,1,exact,1,4,0,YES,disease_gated_antibiotic,Red flags or diagnostic uncertainty → in-person evaluation,Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
dyspepsia test h pylori,dyspepsia_test_h_pylori,h_pylori_test_and_treat_dyspepsia,Uninvestigated dyspepsia: H. pylori test-and-treat pathway,,GI/GERD-dyspepsia,adult,1,semantic,1,4,0,YES,disease_gated_antibiotic,Red flags or diagnostic uncertainty → in-person evaluation,Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
epigastric pain h pylori test,epigastric_pain_h_pylori_test,h_pylori_test_and_treat_dyspepsia,Uninvestigated dyspepsia: H. pylori test-and-treat pathway,,GI/GERD-dyspepsia,adult,1,semantic,1,4,0,YES,disease_gated_antibiotic,Red flags or diagnostic uncertainty → in-person evaluation,Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
dyspepsia age under 60,dyspepsia_age_under_60,h_pylori_test_and_treat_dyspepsia,Uninvestigated dyspepsia: H. pylori test-and-treat pathway,,GI/GERD-dyspepsia,adult,2,semantic,1,4,0,YES,disease_gated_antibiotic,Red flags or diagnostic uncertainty → in-person evaluation,Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
cold sore,cold_sore,herpes_labialis_adult,Herpes labialis / cold sore,,ENT/throat,adult,1,exact,5,2,0,NO,rx_now_plus_swaps,Red flags or diagnostic uncertainty → in-person evaluation,Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
herpes labialis,herpes_labialis,herpes_labialis_adult,Herpes labialis / cold sore,,ENT/throat,adult,2,alias,5,2,0,NO,rx_now_plus_swaps,Red flags or diagnostic uncertainty → in-person evaluation,Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
lip blister,lip_blister,herpes_labialis_adult,Herpes labialis / cold sore,,ENT/throat,adult,3,alias,5,2,0,NO,rx_now_plus_swaps,Red flags or diagnostic uncertainty → in-person evaluation,Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
shingles,shingles,herpes_zoster_adult,Herpes zoster / shingles,,Viral/herpes,adult,1,exact,2,2,0,NO,rx_now_plus_swaps,Red flags or diagnostic uncertainty → in-person evaluation,Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
herpes zoster,herpes_zoster,herpes_zoster_adult,Herpes zoster / shingles,,Viral/herpes,adult,2,alias,2,2,0,NO,rx_now_plus_swaps,Red flags or diagnostic uncertainty → in-person evaluation,Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
zoster,zoster,herpes_zoster_adult,Herpes zoster / shingles,,Viral/herpes,adult,3,alias,2,2,0,NO,rx_now_plus_swaps,Red flags or diagnostic uncertainty → in-person evaluation,Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
hypothyroid,hypothyroid,hypothyroidism_adult_review,Hypothyroidism adult review,,Chronic/thyroid,adult,1,exact,0,0,0,NO,restricted_only_show_safety_line,Red flags or diagnostic uncertainty → in-person evaluation,Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
impetigo,impetigo,impetigo_localised_nonbullous,Localised non-bullous impetigo,,Skin/wound-infection,adult,1,exact,3,2,0,YES,disease_gated_antibiotic,"Rapid spread, fever, necrosis, bite, deep burn/wound → in-person/ER",Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
golden crust rash,golden_crust_rash,impetigo_localised_nonbullous,Localised non-bullous impetigo,,Skin/wound-infection,adult,1,semantic,3,2,0,YES,disease_gated_antibiotic,"Rapid spread, fever, necrosis, bite, deep burn/wound → in-person/ER",Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
localized skin infection,localized_skin_infection,impetigo_localized_adult,Localized impetigo (topical-first),,Skin/wound-infection,adult,2,alias,4,3,2,YES,disease_gated_antibiotic,"Rapid spread, fever, necrosis, bite, deep burn/wound → in-person/ER",Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
small bacterial skin lesion,small_bacterial_skin_lesion,impetigo_localized_adult,Localized impetigo (topical-first),,Skin/wound-infection,adult,3,alias,4,3,2,YES,disease_gated_antibiotic,"Rapid spread, fever, necrosis, bite, deep burn/wound → in-person/ER",Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
impetigo oral antibiotic,impetigo_oral_antibiotic,impetigo_oral_antibiotic_adult,Impetigo needing oral antibiotic,,Skin/wound-infection,adult,1,exact,3,2,0,YES,disease_gated_antibiotic,"Rapid spread, fever, necrosis, bite, deep burn/wound → in-person/ER",Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
extensive impetigo,extensive_impetigo,impetigo_oral_antibiotic_adult,Impetigo needing oral antibiotic,,Skin/wound-infection,adult,2,alias,3,2,0,YES,disease_gated_antibiotic,"Rapid spread, fever, necrosis, bite, deep burn/wound → in-person/ER",Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
impetigo widespread,impetigo_widespread,impetigo_oral_antibiotic_adult,Impetigo needing oral antibiotic,,Skin/wound-infection,adult,3,alias,3,2,0,YES,disease_gated_antibiotic,"Rapid spread, fever, necrosis, bite, deep burn/wound → in-person/ER",Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
widespread impetigo,widespread_impetigo,impetigo_widespread_nonbullous,Widespread non-bullous impetigo,,Skin/wound-infection,adult,1,exact,3,2,0,YES,disease_gated_antibiotic,"Rapid spread, fever, necrosis, bite, deep burn/wound → in-person/ER",Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
indigestion after meal,indigestion_after_meal,indigestion_postmeal_adult,Post-meal indigestion,,GI/GERD-dyspepsia,adult,1,exact,1,1,0,NO,rx_now_plus_swaps,Red flags or diagnostic uncertainty → in-person evaluation,Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
post meal indigestion,post_meal_indigestion,indigestion_postmeal_adult,Post-meal indigestion,,GI/GERD-dyspepsia,adult,2,alias,1,1,0,NO,rx_now_plus_swaps,Red flags or diagnostic uncertainty → in-person evaluation,Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
after meal dyspepsia,after_meal_dyspepsia,indigestion_postmeal_adult,Post-meal indigestion,,GI/GERD-dyspepsia,adult,3,alias,1,1,0,NO,rx_now_plus_swaps,Red flags or diagnostic uncertainty → in-person evaluation,Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
infected abrasion,infected_abrasion,infected_abrasion_adult,Infected abrasion,,Skin/wound-infection,adult,1,exact,3,2,0,YES,disease_gated_antibiotic,"Rapid spread, fever, necrosis, bite, deep burn/wound → in-person/ER",Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
abrasion infected,abrasion_infected,infected_abrasion_adult,Infected abrasion,,Skin/wound-infection,adult,2,alias,3,2,0,YES,disease_gated_antibiotic,"Rapid spread, fever, necrosis, bite, deep burn/wound → in-person/ER",Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
infected scrape,infected_scrape,infected_abrasion_adult,Infected abrasion,,Skin/wound-infection,adult,3,alias,3,2,0,YES,disease_gated_antibiotic,"Rapid spread, fever, necrosis, bite, deep burn/wound → in-person/ER",Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
infected eczema,infected_eczema,infected_eczema_localized_adult,Localized infected eczema / dermatitis,,Skin/allergy-inflammatory,adult,1,exact,4,6,0,YES,disease_gated_antibiotic,"Rapid spread, fever, necrosis, bite, deep burn/wound → in-person/ER",Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
infected dermatitis,infected_dermatitis,infected_eczema_localized_adult,Localized infected eczema / dermatitis,,Skin/allergy-inflammatory,adult,2,alias,4,6,0,YES,disease_gated_antibiotic,"Rapid spread, fever, necrosis, bite, deep burn/wound → in-person/ER",Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
eczema with infection,eczema_with_infection,infected_eczema_localized_adult,Localized infected eczema / dermatitis,,Skin/allergy-inflammatory,adult,3,alias,4,6,0,YES,disease_gated_antibiotic,"Rapid spread, fever, necrosis, bite, deep burn/wound → in-person/ER",Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
infected insect bite,infected_insect_bite,infected_insect_bite_adult,Infected insect bite,,Skin/allergy-inflammatory,adult,1,exact,4,6,0,YES,disease_gated_antibiotic,"Rapid spread, fever, necrosis, bite, deep burn/wound → in-person/ER",Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
infected mosquito bite,infected_mosquito_bite,infected_insect_bite_adult,Infected insect bite,,Skin/allergy-inflammatory,adult,2,alias,4,6,0,YES,disease_gated_antibiotic,"Rapid spread, fever, necrosis, bite, deep burn/wound → in-person/ER",Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
bite cellulitis small,bite_cellulitis_small,infected_insect_bite_adult,Infected insect bite,,Skin/allergy-inflammatory,adult,3,alias,4,6,0,YES,disease_gated_antibiotic,"Rapid spread, fever, necrosis, bite, deep burn/wound → in-person/ER",Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
infected insect bite child,infected_insect_bite_child,infected_insect_bite_peds,Pediatric infected insect bite,,Skin/allergy-inflammatory,pediatric,1,exact,2,4,0,YES,disease_gated_antibiotic,"Rapid spread, fever, necrosis, bite, deep burn/wound → in-person/ER",Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
infected bite child,infected_bite_child,infected_insect_bite_peds,Pediatric infected insect bite,,Skin/allergy-inflammatory,pediatric,2,alias,2,4,0,YES,disease_gated_antibiotic,"Rapid spread, fever, necrosis, bite, deep burn/wound → in-person/ER",Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
red infected bug bite child,red_infected_bug_bite_child,infected_insect_bite_peds,Pediatric infected insect bite,,Skin/allergy-inflammatory,pediatric,3,alias,2,4,0,YES,disease_gated_antibiotic,"Rapid spread, fever, necrosis, bite, deep burn/wound → in-person/ER",Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
infected wound oral antibiotic,infected_wound_oral_antibiotic,infected_wound_oral_antibiotic_adult,Infected wound needing oral antibiotic,,Skin/wound-infection,adult,1,exact,3,2,0,YES,disease_gated_antibiotic,"Rapid spread, fever, necrosis, bite, deep burn/wound → in-person/ER",Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
wound infection antibiotic,wound_infection_antibiotic,infected_wound_oral_antibiotic_adult,Infected wound needing oral antibiotic,,Skin/wound-infection,adult,2,alias,3,2,0,YES,disease_gated_antibiotic,"Rapid spread, fever, necrosis, bite, deep burn/wound → in-person/ER",Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
oral antibiotic wound infection,oral_antibiotic_wound_infection,infected_wound_oral_antibiotic_adult,Infected wound needing oral antibiotic,,Skin/wound-infection,adult,3,alias,3,2,0,YES,disease_gated_antibiotic,"Rapid spread, fever, necrosis, bite, deep burn/wound → in-person/ER",Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
joint pain,joint_pain,inflammatory_pain_adult,Inflammatory pain / joint flare,,Pain,adult,1,exact,2,5,0,NO,rx_now_plus_swaps,Red flags or diagnostic uncertainty → in-person evaluation,Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
inflammatory pain,inflammatory_pain,inflammatory_pain_adult,Inflammatory pain / joint flare,,Pain,adult,2,alias,2,5,0,NO,rx_now_plus_swaps,Red flags or diagnostic uncertainty → in-person evaluation,Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
joint flare,joint_flare,inflammatory_pain_adult,Inflammatory pain / joint flare,,Pain,adult,3,alias,2,5,0,NO,rx_now_plus_swaps,Red flags or diagnostic uncertainty → in-person evaluation,Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
insect bite child,insect_bite_child,insect_bite_peds,Pediatric insect bite reaction,,Skin/allergy-inflammatory,pediatric,1,exact,2,1,0,NO,pediatric_gate_required,"Rapid spread, fever, necrosis, bite, deep burn/wound → in-person/ER",Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
bug bite kid,bug_bite_kid,insect_bite_peds,Pediatric insect bite reaction,,Skin/allergy-inflammatory,pediatric,2,alias,2,1,0,NO,pediatric_gate_required,"Rapid spread, fever, necrosis, bite, deep burn/wound → in-person/ER",Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
