id,name,genericGroup,composition,status,reason
BDS003016,Optrex เล็ก (110 ml.),Distilled Witch Hazel 13.0% v/v + Borax + Boric Acid,Distilled Witch Hazel 13.0% v/v+Benzalkonium Chloride 0.005% w/v+Borax+Boric Acid/100 ml.,no_peds_reference,no pediatric reference and no parseable concentration
BDS007001,Acevax Cream (1 g.),Acyclovir,Acyclovir 5 g./100 g.,no_peds_reference,no pediatric reference and no parseable concentration
BDS007719,Clinovir Cream (5 g.),Acyclovir w/w,Acyclovir 5%w/w,no_peds_reference,no pediatric reference and no parseable concentration
BDS004046,Vilerm Cream 5 g (5 g.),Acyclovir,Acyclovir 5 g./100 g.,no_peds_reference,no pediatric reference and no parseable concentration
BDS004020,Vilerm Cream sachet 1 g (1 g.),Acyclovir,Acyclovir 5 g./100 g.,no_peds_reference,no pediatric reference and no parseable concentration
BDS004216,Zevin Cream (3 g.),Acyclovir,Acyclovir 5 g./100 g.,no_peds_reference,no pediatric reference and no parseable concentration
BDS001419,Canesten Vaginal tabs. 1s (1 tab),Clotrimazole,Clotrimazole 500 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS001420,Canesten Vaginal tabs. 6s (6 tabs),Clotrimazole,Clotrimazole 100 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS007056,Clomaz-Forte (1 tab),Clotrimazole,Clotrimazole 500 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS007953,Gynosten-500 (1 tab),Clotrimazole,Clotrimazole 500 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS049779,Zalain Vaginal Suppository (1 tab),Sertaconazole,Sertaconazole 300 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS001280,Betadine Ointment (50 g.),Povidone Iodine 10 %,Povidone Iodine 10 %,no_peds_reference,no pediatric reference and no parseable concentration
BDS001238,Betadine Solution 15 ml (15 ml.),povidone iodine,Povidone-Iodine USP 10 % w/v,no_peds_reference,no pediatric reference and no parseable concentration
BDS001239,Betadine Solution 30 ml (30 ml.),Povidone-Iodine USP 10% w/v,Povidone-Iodine USP 10% w/v,no_peds_reference,no pediatric reference and no parseable concentration
BDS044520,LeoPovidone (15 ml.),Povidone-Iodine 10% w/v,Povidone-Iodine 10% w/v,no_peds_reference,no pediatric reference and no parseable concentration
BDS044106,Povidone-Iodine (30 ml.),Povidone-Iodine 10% w/v,Povidone-Iodine 10% w/v,no_peds_reference,no pediatric reference and no parseable concentration
BDS001470,Counterpain Plus (25 g.),Piroxicam 0.5% + Methyl salicylate 10.2% + Menthol 5.43% + Eugenol 1.37%,Piroxicam 0.5%+Methyl salicylate 10.2%+Menthol 5.43%+Eugenol 1.37%,no_peds_reference,no pediatric reference and no parseable concentration
BDS001656,Difelene Gel เล็ก (30 g.),Diclofenac diethylammonium,Diclofenac diethylammonium 1.16 g./100 g (eq. to Diclofenac Sodium 1.0 g),no_peds_reference,no pediatric reference and no parseable concentration
BDS001654,Difelene Gel ใหญ่ (60 g.),Diclofenac diethylammonium,Diclofenac diethylammonium 1.16 g./100 g (eq. to Diclofenac Sodium 1.0 g).,no_peds_reference,no pediatric reference and no parseable concentration
BDS001806,Elmetacin พ่นแก้ปวด (50 ml.),Indomethacin,Indomethacin 8 mg./0.8 g.,no_peds_reference,no pediatric reference and no parseable concentration
BDS006242,Fastum Gel (30 g.),Ketoprofen 2.5%,Ketoprofen 2.5%,no_peds_reference,no pediatric reference and no parseable concentration
BDS007952,Felgesic Gel (30 g.),Piroxicam,Piroxicam 0.5 g/100 ml.,no_peds_reference,no pediatric reference and no parseable concentration
BDS001917,Flamic Gel (25 g.),Piroxicam,Piroxicam 5 mg./1 g.,no_peds_reference,no pediatric reference and no parseable concentration
BDS002684,M-Cin (50 ml.),Indomethacin,Indomethacin 8 mg./1 ml.,calc_ready_needs_target,parseable concentration but no exact pediatric reference mapping
BDS007574,Neofenac Gel เล็ก (20 g.),Diclofenac Sodium,Diclofenac Sodium 1 g./100 g.,no_peds_reference,no pediatric reference and no parseable concentration
BDS007575,Neofenac Gel ใหญ่ (50 g.),Diclofenac Sodium,Diclofenac Sodium 1 g./100 g.,no_peds_reference,no pediatric reference and no parseable concentration
BDS045623,Neotica Cool (30 g.),Piroxicam,Piroxicam 5 mg./1 g.,no_peds_reference,no pediatric reference and no parseable concentration
BDS006730,N-Zen Gel ใหญ่ (60 g.),Diclofenac Sodium,Diclofenac Sodium 1 g./100 g.,no_peds_reference,no pediatric reference and no parseable concentration
BDS006814,Painelief Cool Gel (30 g.),Diclofenac Sodium,Diclofenac Sodium (as diethylammonium) 10 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS046515,Painelief Cool Gel ใหญ่ (60 g.),Diclofenac Sodium,Diclofenac Sodium (as diethylammonium) 10 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS007224,Piridene Gel (25 g.),Piroxicam,Piroxicam 0.5 g./100 g.,no_peds_reference,no pediatric reference and no parseable concentration
BDS047729,Satogesic Gel (35 g.),Indomethacin + L-menthol,Indomethacin 0.75 g + L-menthol 0.3 g.,no_peds_reference,no pediatric reference and no parseable concentration
BDS003914,Uniren Spray (60 ml.),diclofenac topical,Diclofenac Sodium 1 % w/w,no_peds_reference,no pediatric reference and no parseable concentration
BDS004043,Voltaren Emulgel กลาง (25 g.),Diclofenac Sodium,Diclofenac Sodium 1 g./100 g.,no_peds_reference,no pediatric reference and no parseable concentration
BDS004042,Voltaren Emulgel เล็ก (10 g.),Diclofenac Sodium,Diclofenac Sodium 1 g./100 g.,no_peds_reference,no pediatric reference and no parseable concentration
BDS004044,Voltaren Emulgel ใหญ่ (50 g.),Diclofenac Sodium,Diclofenac Sodium 1 g./100 g.,no_peds_reference,no pediatric reference and no parseable concentration
BDS002430,Kamistad-Gel N (10 g.),oral ulcer gel,Lidocaine HCl 20 mg.+Chamomile Flower Extract 185 mg.+Ethanol 50% v/v+Tromethamole 1.37% w/w+Preservative (Benzalkonium Chloride 1 mg.)/1 g.,no_peds_reference,no pediatric reference and no parseable concentration
BDS007549,Kenalone Oral Paste 5 g (5 g.),triamcinolone oral paste,Triamcinolone Acetonide 0.1%,no_peds_reference,no pediatric reference and no parseable concentration
BDS007548,Kenalone Oral Paste sachet 1 g (1 g.),Triamcinolone Acetonide 0.1%,Triamcinolone Acetonide 0.1%,no_peds_reference,no pediatric reference and no parseable concentration
BDS003751,Trinolone Oral Paste 5 g (5 g.),Triamcinolone Acetonide 0.1%,Triamcinolone Acetonide 0.1%,no_peds_reference,no pediatric reference and no parseable concentration
BDS003750,Trinolone Oral Paste sachet 1 g (1 g.),Triamcinolone Acetonide 0.1%,Triamcinolone Acetonide 0.1%,no_peds_reference,no pediatric reference and no parseable concentration
BDS007547,Kanolone Lotion 30 ml (30 ml.),Triamcinolone Acetonide,Triamcinolone Acetonide 0.1 g/100 ml (0.1% w/v),no_peds_reference,no pediatric reference and no parseable concentration
BDS007551,Kanolone Lotion 60 ml (60 ml.),Triamcinolone Acetonide,Triamcinolone Acetonide 0.1 g/100 ml (0.1% w/v),no_peds_reference,no pediatric reference and no parseable concentration
BDS048630,TA 0.1% Lotion (30 g.),Triamcinolone Acetonide,Triamcinolone Acetonide 0.1 g/100 g (0.1 % w/w),no_peds_reference,no pediatric reference and no parseable concentration
BDS003799,Tram Lotion (30 ml.),Triamcinolone Acetonide 0.1 % w/v,Triamcinolone Acetonide 0.1 % w/v,no_peds_reference,no pediatric reference and no parseable concentration
BDS001099,Intrasite Gel (25 g.),Carboxymethyl Cellulose Polymer + Propylene Glycol + Water,Carboxymethyl Cellulose Polymer+Propylene Glycol+Water,no_peds_reference,no pediatric reference and no parseable concentration
BDS003753,Poro Suppository (5 sticks),Paracetamol,Paracetamol 125 mg.,has_ref_but_not_parseable,pediatric reference exists but amount cannot be parsed exactly
BDS001007,Aloe Gel (30 g.),aloe gel,วุ้นจากว่านหางจระเข้ 87.399 %,no_peds_reference,no pediatric reference and no parseable concentration
BDS002801,Mebo (10 g.),beta sitosterol burn cream,Beta-sitosterol 0.25%,no_peds_reference,no pediatric reference and no parseable concentration
BDS002121,Hirudoid Cream เล็ก (10 g.),Mucopolysaccharide polysulphate,Mucopolysaccharide polysulphate 0.3 g./100 g.,no_peds_reference,no pediatric reference and no parseable concentration
BDS002110,Hirudoid Cream ใหญ่ (40 g.),Mucopolysaccharide polysulphate,Mucopolysaccharide polysulphate 0.3 g./100 g.,no_peds_reference,no pediatric reference and no parseable concentration
BDS002130,Hirudoid Forte Cream เล็ก (10 g.),Mucopolysaccharide polysulphate,Mucopolysaccharide polysulphate 0.445 g./100 g.,no_peds_reference,no pediatric reference and no parseable concentration
BDS002113,Hirudoid Forte Cream ใหญ่ (40 g.),Mucopolysaccharide polysulphate,Mucopolysaccharide polysulphate 0.445 g./100 g.,no_peds_reference,no pediatric reference and no parseable concentration
BDS002649,Maxitrol Ophthalmic Ointment (3.5 g.),"Dexamethasone 0.1% + Neomycin Sulfate 3,500 I./g + Polymyxin B Sulfate 6,000 I./g + Propylparaben 0.01%)","Dexamethasone 0.1%+Neomycin Sulfate 3,500 I.U./g.+Polymyxin B Sulfate 6,000 I.U./g.+Preservative (Methylparaben 0.05%+Propylparaben 0.01%)/1 g.",no_peds_reference,no pediatric reference and no parseable concentration
BDS003637,Tobradex Ophthalmic Ointment (3.5 g.),Tobramycin 0.3% + Dexamethasone 0.1%,Tobramycin 0.3%+Dexamethasone 0.1%+Preservative (Chlorobutanol 0.5%)/1 g,no_peds_reference,no pediatric reference and no parseable concentration
BDS001685,Doproct Ointment (10 g.),Hydrocortisone Acetate + Zinc Oxide + Benzocaine,Hydrocortisone Acetate 5 mg+Zinc Oxide 200 mg+Benzocaine 10 mg/1 g,no_peds_reference,no pediatric reference and no parseable concentration
BDS001605,Doproct Suppository (10 sticks),Hydrocortisone Acetate + Zinc Oxide + Benzocaine /1 Suppository,Hydrocortisone Acetate 7.5 mg+Zinc Oxide 250 mg+Benzocaine 40 mg/1 Suppository,no_peds_reference,no pediatric reference and no parseable concentration
BDS003167,Proctosedyl Ointment (15 g.),Hydrocortisone BP + Cinchocaine HCl BP + Aesculin,Hydrocortisone BP 5 mg+Cinchocaine HCl BP 5 mg+Aesculin 10 mg/1 g,no_peds_reference,no pediatric reference and no parseable concentration
BDS003162,Proctosedyl Suppositories (12 sticks),Hydrocortisone Micronized + Cinchocaine HCl /1 Suppository,Hydrocortisone Micronized 5 mg+Cinchocaine HCl 5 mg/1 Suppository,no_peds_reference,no pediatric reference and no parseable concentration
BDS001712,Dewax Ear Drops (15 ml.),Docusate Sodium 0.5% w/v,Docusate Sodium 0.5% w/v (5 mg./1 ml.),calc_ready_needs_target,parseable concentration but no exact pediatric reference mapping
BDS001468,Con Con (15 ml.),salicylic acid wart treatment,Salicylic Acid 25 g.+Liquified Phenol 1.5 ml./100 ml.,no_peds_reference,no pediatric reference and no parseable concentration
BDS047738,SOS Plus Corn Plaster Removal (4 pieces),Salicylic acid + Titanium dioxide + Liquid paraffin + Polyvinyl alkyl ethers,Salicylic acid 40 g (40%w/w)+Titanium dioxide+Liquid paraffin+Polyvinyl alkyl ethers+อื่นๆ,no_peds_reference,no pediatric reference and no parseable concentration
BDS001023,Alcohol Alsoff กลาง (180 ml.),Ethyl Alcohol Solution 70% v/v,Ethyl Alcohol Solution 70% v/v,no_peds_reference,no pediatric reference and no parseable concentration
BDS001018,Alcohol Alsoff ใหญ่ (450 ml.),Ethyl Alcohol Solution 70% v/v,Ethyl Alcohol Solution 70% v/v,no_peds_reference,no pediatric reference and no parseable concentration
BDS001682,Diabederm Urea Cream 10% (35 g.),urea cream,10% Urea,no_peds_reference,no pediatric reference and no parseable concentration
BDS001683,Diabederm Urea Cream 20% (35 g.),urea cream,20% Urea,no_peds_reference,no pediatric reference and no parseable concentration
BDS040609,Betadine Gargle (30 ml.),povidone iodine gargle,Povidone-Iodine 70 mg./1 ml.,calc_ready_needs_target,parseable concentration but no exact pediatric reference mapping
BDS001407,C-20 Blue Sally (180 ml.),Chlorhexidine Gluconate,Chlorhexidine Gluconate 0.12 g./100 ml.,no_peds_reference,no pediatric reference and no parseable concentration
BDS001406,C-20 Original เล็ก (180 ml.),Chlorhexidine Gluconate,Chlorhexidine Gluconate 0.12 g./100 ml.,no_peds_reference,no pediatric reference and no parseable concentration
BDS001409,C-20 Original ใหญ่ (360 ml.),Chlorhexidine Gluconate,Chlorhexidine Gluconate 0.12 g./100 ml.,no_peds_reference,no pediatric reference and no parseable concentration
BDS046547,Puvadon Gargle (30 ml.),Povidone-Iodine,Povidone-Iodine 70 mg eq. to Iodine 7 mg/1 ml.,calc_ready_needs_target,parseable concentration but no exact pediatric reference mapping
BDS001462,Cravit Ophthalmic Solution (5 ml.),Levofloxacin 0.5%,Levofloxacin 0.5%/1 ml.,no_peds_reference,no pediatric reference and no parseable concentration
BDS001606,Grafadex (5 ml.),Gentamicin w/v,Gentamicin 0.3 %w/v+Preservative (Benzalkonium Chloride),no_peds_reference,no pediatric reference and no parseable concentration
BDS004018,Vigamox (5 ml.),Moxifloxacin Hydrochloride + Boric Acid + Sodium Chloride + Hydrochloric Acid,Moxifloxacin Hydrochloride 5.45 mg. (eq. to Moxifloxacin 5 mg.)+Boric Acid+Sodium Chloride+Hydrochloric Acid+Sodium Hydroxide/1 ml.,no_peds_reference,no pediatric reference and no parseable concentration
BDS002034,Gynecon ยาสอด (7 tabs),Nystatin + Di-iodohydroxyquin + Benzalkonium Cl,"Nystatin 100,000 Unit+Di-iodohydroxyquin 100 mg.+Benzalkonium Cl 7 mg.",no_peds_reference,no pediatric reference and no parseable concentration
BDS045605,Neo-Penotran Forte (7 tabs),Metronidazole + Miconazole Nitrate,Metronidazole 750 mg.+Miconazole Nitrate 200 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS008491,Vagicin (1 blister),vaginal mixed anti infective,"Nystatin 100,000 units.+Chloramphenicol 250 mg.+Diiodohydroxyguin 100 mg.",no_peds_reference,no pediatric reference and no parseable concentration
BDS008031,Cabana Lotion (60 ml.),Diphenhydramine HCl + Calamine + Zinc Oxide,Diphenhydramine HCl 10 mg.+Calamine 100 mg.+Zinc Oxide 30 mg./1 ml.,calc_ready_needs_target,parseable concentration but no exact pediatric reference mapping
BDS001402,Cadramine-V เล็ก (60 ml.),Diphenhydramine HCl + Calamine + Zinc oxide + Camphor,Diphenhydramine HCl 10 mg.+Calamine 100 mg.+Zinc oxide 30 mg.+Camphor 15 mg./1 ml.,calc_ready_needs_target,parseable concentration but no exact pediatric reference mapping
BDS001403,Cadramine-V ใหญ่ (120 ml.),Diphenhydramine HCl + Calamine + Zinc oxide + Camphor,Diphenhydramine HCl 10 mg.+Calamine 100 mg.+Zinc oxide 30 mg.+Camphor 15 mg./1 ml.,calc_ready_needs_target,parseable concentration but no exact pediatric reference mapping
BDS001846,Fenistil Gel (20 g.),Dimethindene maleate,Dimethindene maleate 1 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS003669,Systral Cream เล็ก (10 g.),Chlorphenoxamine HCl 1.5 %,Chlorphenoxamine HCl 1.5 %,no_peds_reference,no pediatric reference and no parseable concentration
BDS003681,Systral Cream ใหญ่ (25 g.),Chlorphenoxamine HCl 1.5 %,Chlorphenoxamine HCl 1.5 %,no_peds_reference,no pediatric reference and no parseable concentration
BDS003904,Vidisic Gel (10 g.),Carbomer + Cetrimide + Sorbitol + Sodium hydroxide,Carbomer 2 mg.+Cetrimide 0.1 mg.+Sorbitol+Sodium hydroxide +Water for injections/1 g.,no_peds_reference,no pediatric reference and no parseable concentration
BDS042303,Docusate Earwax (15 ml.),Docusate Sodium,Docusate Sodium 5 mg./1 ml.,calc_ready_needs_target,parseable concentration but no exact pediatric reference mapping
BDS001102,Aldara (0.25 g.),Imiquimod 5% w/w,Imiquimod 5% w/w,no_peds_reference,no pediatric reference and no parseable concentration
BDS001236,Betagram ใหญ่ (15 g.),Betamethasone Valerate + Gentamicin Sulfate,Betamethasone Valerate (eq. to Betamethasone 0.1%)+Gentamicin Sulfate (eq. to Gentamicin 0.1%),no_peds_reference,no pediatric reference and no parseable concentration
BDS007505,Betatone-N Cream เล็ก (5 g.),Betamethasone Valerate + Neomycin Sulphate,Betamethasone Valerate (eq. to Betamethasone 1 mg)+Neomycin Sulphate 5 mg (eq. to Neomycin 3 mg)/1 g,no_peds_reference,no pediatric reference and no parseable concentration
BDS007506,Betatone-N Cream ใหญ่ (15 g.),Betamethasone Valerate + Neomycin Sulphate,Betamethasone Valerate (eq. to Betamethasone 1 mg)+Neomycin Sulphate 5 mg (eq. to Neomycin 3 mg)/1 g,no_peds_reference,no pediatric reference and no parseable concentration
BDS001250,Betnovate-N Cream ใหญ่ (15 g.),Betamethasone 17-Valerate 0.1% w/w + Neomycin Sulphate 0.5% w/w,Betamethasone 17-Valerate 0.1% w/w + Neomycin Sulphate 0.5% w/w,no_peds_reference,no pediatric reference and no parseable concentration
BDS001908,Fucicort Cream (5 g.),fusidic acid + steroid cream,Fusidic acid 20 mg+Betamethasone Valerate (eq. to Betamethasone 1 mg)+Preservative (Chlorocresol)/1 g,no_peds_reference,no pediatric reference and no parseable concentration
BDS001910,Fucidin H Cream (5 g.),fusidic acid + hydrocortisone cream,Fusidic acid 20 mg+Hydrocortisone Acetate 10 mg+อื่นๆ/1 g,no_peds_reference,no pediatric reference and no parseable concentration
BDS001678,Dermacombin Cream (5 g.),Nystatin + Neomycin Sulphate + Gramicidin + Triamcinolone Acetonide,"Nystatin 100,000 Units+Neomycin Sulphate (eq. to Neomycin 2.5 mg)+Gramicidin 0.25 mg+Triamcinolone Acetonide 1 mg/1 g",no_peds_reference,no pediatric reference and no parseable concentration
BDS001628,Dermaheu Cream เล็ก (5 g.),Betamethasone Dipropionate ( + Gentamicin Sulfate + Tolnaftate + Iodochlorhydroxyquin,Betamethasone Dipropionate (eq. to Betamethasone 0.05 g+Gentamicin Sulfate (eq. to Gentamicin 0.1 g)+Tolnaftate 1 g+Iodochlorhydroxyquin 1 g/100 g,no_peds_reference,no pediatric reference and no parseable concentration
BDS001629,Dermaheu Cream ใหญ่ (15 g.),Betamethasone Dipropionate ( + Gentamicin Sulfate + Tolnaftate + Iodochlorhydroxyquin,Betamethasone Dipropionate (eq. to Betamethasone 0.05 g+Gentamicin Sulfate (eq. to Gentamicin 0.1 g)+Tolnaftate 1 g+Iodochlorhydroxyquin 1 g/100 g,no_peds_reference,no pediatric reference and no parseable concentration
BDS006718,Dertec Cream เล็ก (5 g.),Betamethasone Valerate + Gentamicin Sulfate + Tolnaftate + Iodochlorhydroxyquin,Betamethasone Valerate (eq. to Betamethasone 0.5 mg)+Gentamicin Sulfate (eq. to Gentamicin 1 mg)+Tolnaftate 10 mg+Iodochlorhydroxyquin 10 mg/1 g,no_peds_reference,no pediatric reference and no parseable concentration
BDS006011,Dertec Cream ใหญ่ (15 g.),Betamethasone Valerate + Gentamicin Sulfate + Tolnaftate + Iodochlorhydroxyquin,Betamethasone Valerate (eq. to Betamethasone 0.5 mg)+Gentamicin Sulfate (eq. to Gentamicin 1 mg)+Tolnaftate 10 mg+Iodochlorhydroxyquin 10 mg/1 g,no_peds_reference,no pediatric reference and no parseable concentration
BDS003301,Quadriderm Cream เล็ก (5 g.),Betamethasone Valerate + Gentamicin Sulfate + Tolnaftate + Iodochlorhydroxyquin,Betamethasone Valerate (eq. to Betamethasone 0.5 mg)+Gentamicin Sulfate (eq. to Gentamicin 1 mg)+Tolnaftate 10 mg+Iodochlorhydroxyquin 10 mg/1 g,no_peds_reference,no pediatric reference and no parseable concentration
BDS003302,Quadriderm Cream ใหญ่ (15 g.),Betamethasone Valerate + Gentamicin Sulfate + Tolnaftate + Iodochlorhydroxyquin,Betamethasone Valerate (eq. to Betamethasone 0.5 mg)+Gentamicin Sulfate (eq. to Gentamicin 1 mg)+Tolnaftate 10 mg+Iodochlorhydroxyquin 10 mg/1 g,no_peds_reference,no pediatric reference and no parseable concentration
BDS001219,Bepanthen Ointment (30 g.),Dexpanthenol,Dexpanthenol 50 mg.,no_peds_reference,no pediatric reference and no parseable concentration
BDS002806,Nappy-Hippo (25 g.),Zinc Oxide,Zinc Oxide 7.5 g./100 g.,no_peds_reference,no pediatric reference and no parseable concentration
BDS001009,Avamys (120 doses),Fluticasone furoate /spray + อื่นๆ,Fluticasone furoate 27.5 mcg/spray+Preservative (Benzalkonium Chloride)+อื่นๆ,no_peds_reference,no pediatric reference and no parseable concentration
BDS040624,Busonase (6 ml.),Budesonide,budesonide 1.28 mg/1 ml (64 mcg/dose),calc_ready_needs_target,parseable concentration but no exact pediatric reference mapping
BDS002874,Nasacort AQ Spray Suspension (120 doses),Triamcinolone Acetonide + อื่นๆ,Triamcinolone Acetonide 9.075 mg/16.5 g (55 mcg/dose)+Preservative (Benzalkonium Chloride)+อื่นๆ,no_peds_reference,no pediatric reference and no parseable concentration
BDS045641,Nasol Nebuliser (15 ml.),Naphazoline HCl + Chlorpheniramine Maleate,Naphazoline HCl 1 mg+Chlorpheniramine Maleate 2.5 mg/1 ml,calc_ready_needs_target,parseable concentration but no exact pediatric reference mapping
BDS002807,Nasonex 140 doses (140 doses),Mometasone Furoate Monohydrate,Mometasone Furoate Monohydrate (eq. to Mometasone Furoate 50 mcg/dose)+Preservative (Benzalkonium Chloride 0.2 mg/g),no_peds_reference,no pediatric reference and no parseable concentration
BDS002805,Nasonex 60 doses (60 doses),mometasone nasal spray,Mometasone Furoate Monohydrate (eq. to Mometasone Furoate 50 mcg/dose)+Preservative (Benzalkonium Chloride 0.2 mg/g),no_peds_reference,no pediatric reference and no parseable concentration
BDS003432,Rhinocort Aqua (120 doses),Budesonide,Budesonide 1.28 mg/1 ml (64 mcg/dose),calc_ready_needs_target,parseable concentration but no exact pediatric reference mapping
BDS040080,Actavia (10 ml.),Xylometazoline Hydrochloride 0.1%,Xylometazoline Hydrochloride 0.1% (1 mg./1 ml.),calc_ready_needs_target,parseable concentration but no exact pediatric reference mapping
BDS043102,Feenoze (20 ml.),Oxymetazoline Hydrochloride 0.05%,Oxymetazoline Hydrochloride 0.05% (0.5 mg./1 ml.).,calc_ready_needs_target,parseable concentration but no exact pediatric reference mapping
BDS002228,Iliadin 0.025% ชนิดหยด (10 ml.),Oxymetazoline Hydrochloride 0.025%,Oxymetazoline Hydrochloride 0.025% (0.25 mg./1 ml.),calc_ready_needs_target,parseable concentration but no exact pediatric reference mapping
BDS002209,Iliadin 0.05% ชนิดหยด (10 ml.),Oxymetazoline Hydrochloride 0.05%,Oxymetazoline Hydrochloride 0.05% (0.5 mg./1 ml.),calc_ready_needs_target,parseable concentration but no exact pediatric reference mapping
BDS002215,Iliadin Spray (10 ml.),oxymetazoline,Oxymetazoline Hydrochloride 0.05% (0.5 mg./1 ml.),calc_ready_needs_target,parseable concentration but no exact pediatric reference mapping
BDS002605,Mar Plus 5% Nasal Spray (20 ml.),Dexpanthenol + Sodium Chloride,Dexpanthenol 50 mg.+Sodium Chloride 9 mg./1 ml.,calc_ready_needs_target,parseable concentration but no exact pediatric reference mapping
BDS007191,Metzodin (10 ml.),Oxymetazoline Hydrochloride 0.05%,Oxymetazoline Hydrochloride 0.05% (0.05 g./100 ml.),no_peds_reference,no pediatric reference and no parseable concentration
BDS002813,Nasaline-ISO (30 ml.),Dexpanthenol + Sodium Chloride,Dexpanthenol 10 mg.+Sodium Chloride 9 mg./1 ml.,calc_ready_needs_target,parseable concentration but no exact pediatric reference mapping
BDS003019,Otrivin 0.1% (10 ml.),Xylometazoline Hydrochloride 0.1%,Xylometazoline Hydrochloride 0.1% (1 mg./1 ml.),calc_ready_needs_target,parseable concentration but no exact pediatric reference mapping
BDS003105,Otrivin Child Spray 0.05% (10 ml.),Xylometazoline Hydrochloride 0.05%,Xylometazoline Hydrochloride 0.05% (0.5 mg./1 ml.),calc_ready_needs_target,parseable concentration but no exact pediatric reference mapping
BDS040610,Betadine Throat Spray 12 ml (12 ml.),Povidone-Iodine,Povidone-Iodine 4.5 mg./1 ml.,calc_ready_needs_target,parseable concentration but no exact pediatric reference mapping
BDS040617,Betadine Throat Spray 25 ml (25 ml.),Povidone-Iodine,Povidone-Iodine 4.5 mg./1 ml.,calc_ready_needs_target,parseable concentration but no exact pediatric reference mapping
BDS002411,Kamillosan-M Spray (15 ml.),herbal throat spray,ดอกหญ้าหอม+เพเพอร์มิ้นต์+เซจ ออยล์+เทียนสัตบุษย์+ไพน์ นีดเดิล ออยล์+เบอร์กามอต ออยล์+ยูคาลิปทอล,no_peds_reference,no pediatric reference and no parseable concentration
BDS068420,สเปรย์แก้ไอตราตะขาบ 5 ตัว (20 ml.),โง้วปวยจี้ + ชะเอมเทศ + รากบัวหลวง + เฮ้งยิ้ง,โง้วปวยจี้+ชะเอมเทศ+รากบัวหลวง+เฮ้งยิ้ง+เง็กเต็ก+แบะตงและอื่นๆ,no_peds_reference,no pediatric reference and no parseable concentration
BDS040000,Aerobidol Inhaler (200 doses),Ipratropium Bromide Monohydrate ( + Fenoterol Hydrobromide 50 ug./dose,Ipratropium Bromide Monohydrate (eq. to Ipratropium Bromide Anhydrous 20 ug.+Fenoterol Hydrobromide 50 ug./dose,no_peds_reference,no pediatric reference and no parseable concentration
BDS001033,Aerotamol 100 mcg (200 doses),Salbutamol Sulphate,Salbutamol Sulphate (eq. to Salbutamol 100 mcg./dose),no_peds_reference,no pediatric reference and no parseable concentration
BDS001235,Berodual Metered Doses (10 ml.),Ipratropium Bromide Monohydrate . ( + Fenoterol Hydrobromide ./dose,Ipratropium Bromide Monohydrate 21 mcg. (eq. to Ipratropium Bromide Anhydrous 20 ug.+Fenoterol Hydrobromide 50 mcg./dose,no_peds_reference,no pediatric reference and no parseable concentration
BDS004009,Ventolin Evohaler (200 doses),Salbutamol Sulphate,Salbutamol Sulphate (eq. to Salbutamol 100 mcg./dose),no_peds_reference,no pediatric reference and no parseable concentration
BDS006462,Difflam Forte Spray (15 ml.),benzydamine spray,Benzydamine Hydrochloride 3 mg.+Ethanol+Saccharin Sodium+Methyl Hydroxybenzoate+Glycerol+PEG-40 Hydrogenated castor oil/ml.,no_peds_reference,no pediatric reference and no parseable concentration
BDS003439,Reparil-Gel N เล็ก (20 g.),Aescin + Diethylamine Salicylate,Aescin 1.0 g.+Diethylamine Salicylate 5.0 g./100 g.,no_peds_reference,no pediatric reference and no parseable concentration
BDS003408,Reparil-Gel N ใหญ่ (40 g.),Aescin + Diethylamine Salicylate,Aescin 1.0 g.+Diethylamine Salicylate 5.0 g./100 g.,no_peds_reference,no pediatric reference and no parseable concentration
